ID,Representativt dygn,År siffra,Månad siffra,Dag siffra,Nederbördsmängd
1893,2001-08-06,2001,8,6,1.8
1894,2001-08-07,2001,8,7,0.0
1895,2001-08-08,2001,8,8,15.2
1896,2001-08-09,2001,8,9,7.0
1897,2001-08-10,2001,8,10,0.0
1898,2001-08-11,2001,8,11,7.3
1899,2001-08-12,2001,8,12,3.7
1900,2001-08-13,2001,8,13,1.6
1901,2001-08-14,2001,8,14,2.6
1902,2001-08-15,2001,8,15,0.0
1903,2001-08-16,2001,8,16,2.0
1904,2001-08-17,2001,8,17,0.0
1905,2001-08-18,2001,8,18,0.0
1906,2001-08-19,2001,8,19,5.7
1907,2001-08-20,2001,8,20,0.3
1908,2001-08-21,2001,8,21,0.0
1909,2001-08-22,2001,8,22,0.0
1910,2001-08-23,2001,8,23,0.0
1911,2001-08-24,2001,8,24,0.0
1912,2001-08-25,2001,8,25,0.0
1913,2001-08-26,2001,8,26,7.4
1914,2001-08-27,2001,8,27,0.3
1915,2001-08-28,2001,8,28,1.5
1916,2001-08-29,2001,8,29,0.0
1917,2001-08-30,2001,8,30,0.0
1918,2001-08-31,2001,8,31,0.7
1919,2001-09-01,2001,9,1,0.5
1920,2001-09-02,2001,9,2,8.3
1921,2001-09-03,2001,9,3,2.4
1922,2001-09-04,2001,9,4,0.6
1923,2001-09-05,2001,9,5,0.0
1924,2001-09-06,2001,9,6,0.1
1925,2001-09-07,2001,9,7,13.6
1926,2001-09-08,2001,9,8,9.5
1927,2001-09-09,2001,9,9,3.7
1928,2001-09-10,2001,9,10,3.4
1929,2001-09-11,2001,9,11,0.0
1930,2001-09-12,2001,9,12,0.0
1931,2001-09-13,2001,9,13,0.1
1932,2001-09-14,2001,9,14,0.4
1933,2001-09-15,2001,9,15,14.7
1934,2001-09-16,2001,9,16,2.9
1935,2001-09-17,2001,9,17,0.4
1936,2001-09-18,2001,9,18,0.9
1937,2001-09-19,2001,9,19,2.8
1938,2001-09-20,2001,9,20,0.1
1939,2001-09-21,2001,9,21,1.4
1940,2001-09-22,2001,9,22,7.4
1941,2001-09-23,2001,9,23,0.7
1942,2001-09-24,2001,9,24,0.0
1943,2001-09-25,2001,9,25,0.0
1944,2001-09-26,2001,9,26,0.0
1945,2001-09-27,2001,9,27,1.2
1946,2001-09-28,2001,9,28,0.0
1947,2001-09-29,2001,9,29,0.0
1948,2001-09-30,2001,9,30,1.4
1949,2001-10-01,2001,10,1,33.3
1950,2001-10-02,2001,10,2,0.1
1951,2001-10-03,2001,10,3,4.5
1952,2001-10-04,2001,10,4,0.0
1953,2001-10-05,2001,10,5,0.0
1954,2001-10-06,2001,10,6,0.0
1955,2001-10-07,2001,10,7,0.5
1956,2001-10-08,2001,10,8,2.4
1957,2001-10-09,2001,10,9,12.2
1958,2001-10-10,2001,10,10,13.1
1959,2001-10-11,2001,10,11,0.2
1960,2001-10-12,2001,10,12,1.2
1961,2001-10-13,2001,10,13,0.0
1962,2001-10-14,2001,10,14,0.0
1963,2001-10-15,2001,10,15,1.8
1964,2001-10-16,2001,10,16,2.6
1965,2001-10-17,2001,10,17,0.0
1966,2001-10-18,2001,10,18,0.0
1967,2001-10-19,2001,10,19,0.0
1968,2001-10-20,2001,10,20,0.0
1969,2001-10-21,2001,10,21,0.0
1970,2001-10-22,2001,10,22,0.0
1971,2001-10-23,2001,10,23,0.0
1972,2001-10-24,2001,10,24,0.8
1973,2001-10-25,2001,10,25,0.1
1974,2001-10-26,2001,10,26,7.9
1975,2001-10-27,2001,10,27,0.9
1976,2001-10-28,2001,10,28,3.9
1977,2001-10-29,2001,10,29,9.3
1978,2001-10-30,2001,10,30,0.6
1979,2001-10-31,2001,10,31,3.0
1980,2001-11-01,2001,11,1,0.0
1981,2001-11-02,2001,11,2,0.0
1982,2001-11-03,2001,11,3,0.0
1983,2001-11-04,2001,11,4,5.3
1984,2001-11-05,2001,11,5,4.0
1985,2001-11-06,2001,11,6,4.9
1986,2001-11-07,2001,11,7,2.0
1987,2001-11-08,2001,11,8,0.9
1988,2001-11-09,2001,11,9,0.2
1989,2001-11-10,2001,11,10,0.6
1990,2001-11-11,2001,11,11,0.0
1991,2001-11-12,2001,11,12,0.0
1992,2001-11-13,2001,11,13,0.0
1993,2001-11-14,2001,11,14,0.0
1994,2001-11-15,2001,11,15,0.0
1995,2001-11-16,2001,11,16,0.0
1996,2001-11-17,2001,11,17,0.0
1997,2001-11-18,2001,11,18,0.0
1998,2001-11-19,2001,11,19,0.0
1999,2001-11-20,2001,11,20,0.7
2000,2001-11-21,2001,11,21,1.3
2001,2001-11-22,2001,11,22,0.2
2002,2001-11-23,2001,11,23,0.0
2003,2001-11-24,2001,11,24,0.6
2004,2001-11-25,2001,11,25,6.5
2005,2001-11-26,2001,11,26,0.9
2006,2001-11-27,2001,11,27,0.1
2007,2001-11-28,2001,11,28,16.5
2008,2001-11-29,2001,11,29,0.0
2009,2001-11-30,2001,11,30,0.0
2010,2001-12-01,2001,12,1,6.8
2011,2001-12-02,2001,12,2,0.8
2012,2001-12-03,2001,12,3,0.6
2013,2001-12-04,2001,12,4,3.9
2014,2001-12-05,2001,12,5,2.4
2015,2001-12-06,2001,12,6,0.1
2016,2001-12-07,2001,12,7,0.0
2017,2001-12-08,2001,12,8,5.4
2018,2001-12-09,2001,12,9,3.1
2019,2001-12-10,2001,12,10,0.1
2020,2001-12-11,2001,12,11,0.0
2021,2001-12-12,2001,12,12,0.0
2022,2001-12-13,2001,12,13,0.3
2023,2001-12-14,2001,12,14,0.0
2024,2001-12-15,2001,12,15,0.0
2025,2001-12-16,2001,12,16,0.0
2026,2001-12-17,2001,12,17,0.0
2027,2001-12-18,2001,12,18,0.0
2028,2001-12-19,2001,12,19,0.9
2029,2001-12-20,2001,12,20,3.5
2030,2001-12-21,2001,12,21,0.0
2031,2001-12-22,2001,12,22,0.1
2032,2001-12-23,2001,12,23,3.5
2033,2001-12-24,2001,12,24,7.2
2034,2001-12-25,2001,12,25,0.3
2035,2001-12-26,2001,12,26,1.1
2036,2001-12-27,2001,12,27,0.0
2037,2001-12-28,2001,12,28,0.0
2038,2001-12-29,2001,12,29,0.1
2039,2001-12-30,2001,12,30,0.0
2040,2001-12-31,2001,12,31,0.0
2041,2002-01-01,2002,1,1,0.0
2042,2002-01-02,2002,1,2,0.0
2043,2002-01-03,2002,1,3,0.0
2044,2002-01-04,2002,1,4,0.0
2045,2002-01-05,2002,1,5,0.0
2046,2002-01-06,2002,1,6,0.0
2047,2002-01-07,2002,1,7,0.0
2048,2002-01-08,2002,1,8,0.0
2049,2002-01-09,2002,1,9,0.4
2050,2002-01-10,2002,1,10,0.0
2051,2002-01-11,2002,1,11,0.0
2052,2002-01-12,2002,1,12,0.5
2053,2002-01-13,2002,1,13,0.8
2054,2002-01-14,2002,1,14,3.0
2055,2002-01-15,2002,1,15,8.3
2056,2002-01-16,2002,1,16,2.2
2057,2002-01-17,2002,1,17,14.7
2058,2002-01-18,2002,1,18,5.4
2059,2002-01-19,2002,1,19,7.2
2060,2002-01-20,2002,1,20,15.9
2061,2002-01-21,2002,1,21,1.6
2062,2002-01-22,2002,1,22,6.0
2063,2002-01-23,2002,1,23,19.4
2064,2002-01-24,2002,1,24,15.7
2065,2002-01-25,2002,1,25,1.4
2066,2002-01-26,2002,1,26,8.2
2067,2002-01-27,2002,1,27,4.6
2068,2002-01-28,2002,1,28,4.6
2069,2002-01-29,2002,1,29,9.0
2070,2002-01-30,2002,1,30,14.8
2071,2002-01-31,2002,1,31,9.1
2072,2002-02-01,2002,2,1,10.2
2073,2002-02-02,2002,2,2,3.0
2074,2002-02-03,2002,2,3,1.6
2075,2002-02-04,2002,2,4,4.9
2076,2002-02-05,2002,2,5,4.3
2077,2002-02-06,2002,2,6,3.0
2078,2002-02-07,2002,2,7,5.1
2079,2002-02-08,2002,2,8,5.2
2080,2002-02-09,2002,2,9,2.6
2081,2002-02-10,2002,2,10,0.4
2082,2002-02-11,2002,2,11,9.6
2083,2002-02-12,2002,2,12,0.0
2084,2002-02-13,2002,2,13,0.0
2085,2002-02-14,2002,2,14,0.5
2086,2002-02-15,2002,2,15,0.0
2087,2002-02-16,2002,2,16,0.0
2088,2002-02-17,2002,2,17,5.6
2089,2002-02-18,2002,2,18,0.2
2090,2002-02-19,2002,2,19,0.0
2091,2002-02-20,2002,2,20,0.0
2092,2002-02-21,2002,2,21,2.9
2093,2002-02-22,2002,2,22,20.0
2094,2002-02-23,2002,2,23,0.2
2095,2002-02-24,2002,2,24,0.0
2096,2002-02-25,2002,2,25,2.1
2097,2002-02-26,2002,2,26,6.7
2098,2002-02-27,2002,2,27,6.0
2099,2002-02-28,2002,2,28,1.0
2100,2002-03-01,2002,3,1,0.0
2101,2002-03-02,2002,3,2,0.9
2102,2002-03-03,2002,3,3,3.0
2103,2002-03-04,2002,3,4,0.2
2104,2002-03-05,2002,3,5,8.6
2105,2002-03-06,2002,3,6,9.0
2106,2002-03-07,2002,3,7,0.0
2107,2002-03-08,2002,3,8,4.9
2108,2002-03-09,2002,3,9,0.0
2109,2002-03-10,2002,3,10,7.5
2110,2002-03-11,2002,3,11,0.9
2111,2002-03-12,2002,3,12,0.0
2112,2002-03-13,2002,3,13,0.1
2113,2002-03-14,2002,3,14,0.0
2114,2002-03-15,2002,3,15,0.0
2115,2002-03-16,2002,3,16,1.2
2116,2002-03-17,2002,3,17,3.3
2117,2002-03-18,2002,3,18,4.7
2118,2002-03-19,2002,3,19,3.4
2119,2002-03-20,2002,3,20,0.0
2120,2002-03-21,2002,3,21,0.2
2121,2002-03-22,2002,3,22,0.0
2122,2002-03-23,2002,3,23,0.0
2123,2002-03-24,2002,3,24,0.0
2124,2002-03-25,2002,3,25,0.0
2125,2002-03-26,2002,3,26,0.0
2126,2002-03-27,2002,3,27,0.0
2127,2002-03-28,2002,3,28,0.0
2128,2002-03-29,2002,3,29,0.0
2129,2002-03-30,2002,3,30,0.0
2130,2002-03-31,2002,3,31,0.0
2131,2002-04-01,2002,4,1,0.0
2132,2002-04-02,2002,4,2,0.0
2133,2002-04-03,2002,4,3,0.0
2134,2002-04-04,2002,4,4,0.0
2135,2002-04-05,2002,4,5,0.0
2136,2002-04-06,2002,4,6,0.0
2137,2002-04-07,2002,4,7,0.0
2138,2002-04-08,2002,4,8,0.0
2139,2002-04-09,2002,4,9,0.0
2140,2002-04-10,2002,4,10,0.0
2141,2002-04-11,2002,4,11,0.2
2142,2002-04-12,2002,4,12,1.9
2143,2002-04-13,2002,4,13,0.0
2144,2002-04-14,2002,4,14,0.0
2145,2002-04-15,2002,4,15,0.0
2146,2002-04-16,2002,4,16,0.0
2147,2002-04-17,2002,4,17,0.2
2148,2002-04-18,2002,4,18,0.0
2149,2002-04-19,2002,4,19,0.0
2150,2002-04-20,2002,4,20,0.0
2151,2002-04-21,2002,4,21,0.0
2152,2002-04-22,2002,4,22,2.5
2153,2002-04-23,2002,4,23,0.0
2154,2002-04-24,2002,4,24,0.0
2155,2002-04-25,2002,4,25,0.0
2156,2002-04-26,2002,4,26,2.5
2157,2002-04-27,2002,4,27,2.6
2158,2002-04-28,2002,4,28,0.6
2159,2002-04-29,2002,4,29,15.7
2160,2002-04-30,2002,4,30,1.1
2161,2002-05-01,2002,5,1,7.5
2162,2002-05-02,2002,5,2,0.5
2163,2002-05-03,2002,5,3,0.0
2164,2002-05-04,2002,5,4,0.2
2165,2002-05-05,2002,5,5,0.0
2166,2002-05-06,2002,5,6,0.0
2167,2002-05-07,2002,5,7,0.1
2168,2002-05-08,2002,5,8,9.2
2169,2002-05-09,2002,5,9,0.7
2170,2002-05-10,2002,5,10,0.0
2171,2002-05-11,2002,5,11,0.1
2172,2002-05-12,2002,5,12,2.0
2173,2002-05-13,2002,5,13,0.0
2174,2002-05-14,2002,5,14,4.0
2175,2002-05-15,2002,5,15,0.0
2176,2002-05-16,2002,5,16,2.6
2177,2002-05-17,2002,5,17,0.0
2178,2002-05-18,2002,5,18,0.0
2179,2002-05-19,2002,5,19,0.8
2180,2002-05-20,2002,5,20,0.0
2181,2002-05-21,2002,5,21,0.0
2182,2002-05-22,2002,5,22,0.0
2183,2002-05-23,2002,5,23,1.2
2184,2002-05-24,2002,5,24,7.9
2185,2002-05-25,2002,5,25,2.9
2186,2002-05-26,2002,5,26,11.9
2187,2002-05-27,2002,5,27,0.5
2188,2002-05-28,2002,5,28,4.0
2189,2002-05-29,2002,5,29,10.4
2190,2002-05-30,2002,5,30,0.0
2191,2002-05-31,2002,5,31,4.4
2192,2002-06-01,2002,6,1,0.0
2193,2002-06-02,2002,6,2,0.0
2194,2002-06-03,2002,6,3,0.0
2195,2002-06-04,2002,6,4,0.0
2196,2002-06-05,2002,6,5,0.0
2197,2002-06-06,2002,6,6,0.0
2198,2002-06-07,2002,6,7,0.0
2199,2002-06-08,2002,6,8,0.0
2200,2002-06-09,2002,6,9,1.4
2201,2002-06-10,2002,6,10,8.5
2202,2002-06-11,2002,6,11,11.7
2203,2002-06-12,2002,6,12,3.4
2204,2002-06-13,2002,6,13,7.6
2205,2002-06-14,2002,6,14,0.0
2206,2002-06-15,2002,6,15,11.8
2207,2002-06-16,2002,6,16,0.0
2208,2002-06-17,2002,6,17,0.0
2209,2002-06-18,2002,6,18,16.2
2210,2002-06-19,2002,6,19,0.0
2211,2002-06-20,2002,6,20,20.3
2212,2002-06-21,2002,6,21,0.0
2213,2002-06-22,2002,6,22,8.6
2214,2002-06-23,2002,6,23,3.8
2215,2002-06-24,2002,6,24,0.0
2216,2002-06-25,2002,6,25,0.5
2217,2002-06-26,2002,6,26,4.9
2218,2002-06-27,2002,6,27,0.2
2219,2002-06-28,2002,6,28,1.7
2220,2002-06-29,2002,6,29,1.0
2221,2002-06-30,2002,6,30,14.8
2222,2002-07-01,2002,7,1,17.2
2223,2002-07-02,2002,7,2,3.3
2224,2002-07-03,2002,7,3,3.6
2225,2002-07-04,2002,7,4,3.2
2226,2002-07-05,2002,7,5,1.4
2227,2002-07-06,2002,7,6,1.5
2228,2002-07-07,2002,7,7,0.1
2229,2002-07-08,2002,7,8,1.8
2230,2002-07-09,2002,7,9,0.0
2231,2002-07-10,2002,7,10,0.0
2232,2002-07-11,2002,7,11,0.6
2233,2002-07-12,2002,7,12,0.0
2234,2002-07-13,2002,7,13,0.0
2235,2002-07-14,2002,7,14,0.0
2236,2002-07-15,2002,7,15,0.0
2237,2002-07-16,2002,7,16,0.0
2238,2002-07-17,2002,7,17,0.1
2239,2002-07-18,2002,7,18,0.1
2240,2002-07-19,2002,7,19,0.0
2241,2002-07-20,2002,7,20,0.0
2242,2002-07-21,2002,7,21,21.0
2243,2002-07-22,2002,7,22,25.3
2244,2002-07-23,2002,7,23,0.7
2245,2002-07-24,2002,7,24,20.5
2246,2002-07-25,2002,7,25,0.0
2247,2002-07-26,2002,7,26,0.9
2248,2002-07-27,2002,7,27,0.0
2249,2002-07-28,2002,7,28,0.0
2250,2002-07-29,2002,7,29,0.0
2251,2002-07-30,2002,7,30,0.0
2252,2002-07-31,2002,7,31,0.0
2253,2002-08-01,2002,8,1,4.8
2254,2002-08-02,2002,8,2,1.5
2255,2002-08-03,2002,8,3,0.0
2256,2002-08-04,2002,8,4,0.0
2257,2002-08-05,2002,8,5,0.0
2258,2002-08-06,2002,8,6,0.0
2259,2002-08-07,2002,8,7,0.0
2260,2002-08-08,2002,8,8,0.0
2261,2002-08-09,2002,8,9,5.6
2262,2002-08-10,2002,8,10,0.0
2263,2002-08-11,2002,8,11,4.7
2264,2002-08-12,2002,8,12,11.8
2265,2002-08-13,2002,8,13,0.0
2266,2002-08-14,2002,8,14,0.0
2267,2002-08-15,2002,8,15,0.0
2268,2002-08-16,2002,8,16,0.0
2269,2002-08-17,2002,8,17,0.2
2270,2002-08-18,2002,8,18,0.0
2271,2002-08-19,2002,8,19,0.0
2272,2002-08-20,2002,8,20,0.0
2273,2002-08-21,2002,8,21,0.0
2274,2002-08-22,2002,8,22,0.0
2275,2002-08-23,2002,8,23,0.0
2276,2002-08-24,2002,8,24,0.4
2277,2002-08-25,2002,8,25,0.0
2278,2002-08-26,2002,8,26,0.0
2279,2002-08-27,2002,8,27,1.4
2280,2002-08-28,2002,8,28,0.0
2281,2002-08-29,2002,8,29,0.3
2282,2002-08-30,2002,8,30,0.0
2283,2002-08-31,2002,8,31,4.6
2284,2002-09-01,2002,9,1,0.0
2285,2002-09-02,2002,9,2,0.0
2286,2002-09-03,2002,9,3,0.0
2287,2002-09-04,2002,9,4,0.0
2288,2002-09-05,2002,9,5,0.0
2289,2002-09-06,2002,9,6,5.0
2290,2002-09-07,2002,9,7,0.1
2291,2002-09-08,2002,9,8,1.2
2292,2002-09-09,2002,9,9,0.0
2293,2002-09-10,2002,9,10,0.0
2294,2002-09-11,2002,9,11,0.0
2295,2002-09-12,2002,9,12,0.0
2296,2002-09-13,2002,9,13,0.0
2297,2002-09-14,2002,9,14,0.0
2298,2002-09-15,2002,9,15,0.2
2299,2002-09-16,2002,9,16,1.5
2300,2002-09-17,2002,9,17,0.1
2301,2002-09-18,2002,9,18,0.1
2302,2002-09-19,2002,9,19,6.2
2303,2002-09-20,2002,9,20,0.0
2304,2002-09-21,2002,9,21,0.0
2305,2002-09-22,2002,9,22,0.0
2306,2002-09-23,2002,9,23,0.3
2307,2002-09-24,2002,9,24,0.0
2308,2002-09-25,2002,9,25,1.5
2309,2002-09-26,2002,9,26,0.0
2310,2002-09-27,2002,9,27,0.0
2311,2002-09-28,2002,9,28,0.0
2312,2002-09-29,2002,9,29,0.0
2313,2002-09-30,2002,9,30,0.3
2314,2002-10-01,2002,10,1,0.7
2315,2002-10-02,2002,10,2,0.0
2316,2002-10-03,2002,10,3,2.7
2317,2002-10-04,2002,10,4,12.2
2318,2002-10-05,2002,10,5,0.6
2319,2002-10-06,2002,10,6,0.0
2320,2002-10-07,2002,10,7,0.0
2321,2002-10-08,2002,10,8,0.0
2322,2002-10-09,2002,10,9,0.0
2323,2002-10-10,2002,10,10,0.0
2324,2002-10-11,2002,10,11,0.0
2325,2002-10-12,2002,10,12,0.0
2326,2002-10-13,2002,10,13,0.2
2327,2002-10-14,2002,10,14,4.3
2328,2002-10-15,2002,10,15,3.3
2329,2002-10-16,2002,10,16,1.0
2330,2002-10-17,2002,10,17,0.3
2331,2002-10-18,2002,10,18,6.0
2332,2002-10-19,2002,10,19,3.9
2333,2002-10-20,2002,10,20,1.8
2334,2002-10-21,2002,10,21,0.1
2335,2002-10-22,2002,10,22,5.6
2336,2002-10-23,2002,10,23,8.9
2337,2002-10-24,2002,10,24,2.7
2338,2002-10-25,2002,10,25,8.9
2339,2002-10-26,2002,10,26,0.0
2340,2002-10-27,2002,10,27,20.5
2341,2002-10-28,2002,10,28,0.0
2342,2002-10-29,2002,10,29,0.2
2343,2002-10-30,2002,10,30,0.0
2344,2002-10-31,2002,10,31,2.5
2345,2002-11-01,2002,11,1,0.0
2346,2002-11-02,2002,11,2,0.0
2347,2002-11-03,2002,11,3,0.0
2348,2002-11-04,2002,11,4,0.0
2349,2002-11-05,2002,11,5,0.0
2350,2002-11-06,2002,11,6,0.6
2351,2002-11-07,2002,11,7,2.8
2352,2002-11-08,2002,11,8,2.6
2353,2002-11-09,2002,11,9,0.0
2354,2002-11-10,2002,11,10,0.0
2355,2002-11-11,2002,11,11,0.0
2356,2002-11-12,2002,11,12,15.7
2357,2002-11-13,2002,11,13,1.2
2358,2002-11-14,2002,11,14,8.3
2359,2002-11-15,2002,11,15,0.0
2360,2002-11-16,2002,11,16,0.0
2361,2002-11-17,2002,11,17,0.8
2362,2002-11-18,2002,11,18,0.0
2363,2002-11-19,2002,11,19,0.0
2364,2002-11-20,2002,11,20,0.0
2365,2002-11-21,2002,11,21,0.0
2366,2002-11-22,2002,11,22,0.0
2367,2002-11-23,2002,11,23,14.4
2368,2002-11-24,2002,11,24,10.8
2369,2002-11-25,2002,11,25,3.7
2370,2002-11-26,2002,11,26,6.1
2371,2002-11-27,2002,11,27,0.0
2372,2002-11-28,2002,11,28,5.6
2373,2002-11-29,2002,11,29,6.8
2374,2002-11-30,2002,11,30,2.7
2375,2002-12-01,2002,12,1,0.0
2376,2002-12-02,2002,12,2,0.0
2377,2002-12-03,2002,12,3,0.2
2378,2002-12-04,2002,12,4,4.5
2379,2002-12-05,2002,12,5,0.7
2380,2002-12-06,2002,12,6,0.0
2381,2002-12-07,2002,12,7,0.0
2382,2002-12-08,2002,12,8,0.0
2383,2002-12-09,2002,12,9,0.0
2384,2002-12-10,2002,12,10,0.0
2385,2002-12-11,2002,12,11,0.2
2386,2002-12-12,2002,12,12,0.0
2387,2002-12-13,2002,12,13,0.0
2388,2002-12-14,2002,12,14,0.0
2389,2002-12-15,2002,12,15,0.1
2390,2002-12-16,2002,12,16,0.1
2391,2002-12-17,2002,12,17,0.0
2392,2002-12-18,2002,12,18,0.0
2393,2002-12-19,2002,12,19,0.0
2394,2002-12-20,2002,12,20,0.2
2395,2002-12-21,2002,12,21,0.0
2396,2002-12-22,2002,12,22,0.0
2397,2002-12-23,2002,12,23,0.0
2398,2002-12-24,2002,12,24,0.0
2399,2002-12-25,2002,12,25,0.4
2400,2002-12-26,2002,12,26,3.3
2401,2002-12-27,2002,12,27,1.5
2402,2002-12-28,2002,12,28,4.5
2403,2002-12-29,2002,12,29,0.2
2404,2002-12-30,2002,12,30,0.0
2405,2002-12-31,2002,12,31,0.0
2406,2003-01-01,2003,1,1,0.0
2407,2003-01-02,2003,1,2,0.1
2408,2003-01-03,2003,1,3,0.2
2409,2003-01-04,2003,1,4,0.6
2410,2003-01-05,2003,1,5,6.6
2411,2003-01-06,2003,1,6,0.8
2412,2003-01-07,2003,1,7,0.0
2413,2003-01-08,2003,1,8,0.0
2414,2003-01-09,2003,1,9,0.0
2415,2003-01-10,2003,1,10,0.0
2416,2003-01-11,2003,1,11,0.0
2417,2003-01-12,2003,1,12,9.2
2418,2003-01-13,2003,1,13,2.4
2419,2003-01-14,2003,1,14,2.1
2420,2003-01-15,2003,1,15,0.7
2421,2003-01-16,2003,1,16,0.0
2422,2003-01-17,2003,1,17,0.0
2423,2003-01-18,2003,1,18,0.1
2424,2003-01-19,2003,1,19,4.9
2425,2003-01-20,2003,1,20,9.5
2426,2003-01-21,2003,1,21,14.4
2427,2003-01-22,2003,1,22,1.2
2428,2003-01-23,2003,1,23,0.0
2429,2003-01-24,2003,1,24,2.9
2430,2003-01-25,2003,1,25,11.0
2431,2003-01-26,2003,1,26,0.1
2432,2003-01-27,2003,1,27,1.2
2433,2003-01-28,2003,1,28,2.2
2434,2003-01-29,2003,1,29,0.0
2435,2003-01-30,2003,1,30,0.1
2436,2003-01-31,2003,1,31,0.2
2437,2003-02-01,2003,2,1,4.4
2438,2003-02-02,2003,2,2,16.4
2439,2003-02-03,2003,2,3,10.1
2440,2003-02-04,2003,2,4,0.4
2441,2003-02-05,2003,2,5,0.0
2442,2003-02-06,2003,2,6,0.0
2443,2003-02-07,2003,2,7,2.3
2444,2003-02-08,2003,2,8,0.0
2445,2003-02-09,2003,2,9,0.0
2446,2003-02-10,2003,2,10,0.0
2447,2003-02-11,2003,2,11,0.0
2448,2003-02-12,2003,2,12,0.0
2449,2003-02-13,2003,2,13,0.0
2450,2003-02-14,2003,2,14,0.0
2451,2003-02-15,2003,2,15,0.0
2452,2003-02-16,2003,2,16,0.0
2453,2003-02-17,2003,2,17,0.0
2454,2003-02-18,2003,2,18,0.0
2455,2003-02-19,2003,2,19,0.0
2456,2003-02-20,2003,2,20,0.0
2457,2003-02-21,2003,2,21,0.0
2458,2003-02-22,2003,2,22,0.0
2459,2003-02-23,2003,2,23,0.0
2460,2003-02-24,2003,2,24,0.0
2461,2003-02-25,2003,2,25,0.0
2462,2003-02-26,2003,2,26,0.0
2463,2003-02-27,2003,2,27,0.0
2464,2003-02-28,2003,2,28,0.0
2465,2003-03-01,2003,3,1,0.2
2466,2003-03-02,2003,3,2,0.0
2467,2003-03-03,2003,3,3,0.0
2468,2003-03-04,2003,3,4,0.2
2469,2003-03-05,2003,3,5,0.0
2470,2003-03-06,2003,3,6,2.3
2471,2003-03-07,2003,3,7,0.0
2472,2003-03-08,2003,3,8,5.7
2473,2003-03-09,2003,3,9,3.0
2474,2003-03-10,2003,3,10,0.7
2475,2003-03-11,2003,3,11,8.8
2476,2003-03-12,2003,3,12,0.0
2477,2003-03-13,2003,3,13,0.0
2478,2003-03-14,2003,3,14,0.0
2479,2003-03-15,2003,3,15,0.0
2480,2003-03-16,2003,3,16,0.0
2481,2003-03-17,2003,3,17,0.0
2482,2003-03-18,2003,3,18,0.0
2483,2003-03-19,2003,3,19,0.0
2484,2003-03-20,2003,3,20,0.0
2485,2003-03-21,2003,3,21,0.0
2486,2003-03-22,2003,3,22,0.0
2487,2003-03-23,2003,3,23,0.0
2488,2003-03-24,2003,3,24,0.0
2489,2003-03-25,2003,3,25,0.0
2490,2003-03-26,2003,3,26,0.0
2491,2003-03-27,2003,3,27,0.0
2492,2003-03-28,2003,3,28,0.0
2493,2003-03-29,2003,3,29,0.0
2494,2003-03-30,2003,3,30,0.0
2495,2003-03-31,2003,3,31,0.0
2496,2003-04-01,2003,4,1,11.6
2497,2003-04-02,2003,4,2,0.0
2498,2003-04-03,2003,4,3,0.0
2499,2003-04-04,2003,4,4,0.0
2500,2003-04-05,2003,4,5,0.0
2501,2003-04-06,2003,4,6,0.0
2502,2003-04-07,2003,4,7,0.0
2503,2003-04-08,2003,4,8,0.0
2504,2003-04-09,2003,4,9,0.3
2505,2003-04-10,2003,4,10,5.9
2506,2003-04-11,2003,4,11,2.0
2507,2003-04-12,2003,4,12,1.6
2508,2003-04-13,2003,4,13,0.1
2509,2003-04-14,2003,4,14,0.0
2510,2003-04-15,2003,4,15,0.0
2511,2003-04-16,2003,4,16,0.0
2512,2003-04-17,2003,4,17,0.0
2513,2003-04-18,2003,4,18,0.0
2514,2003-04-19,2003,4,19,0.0
2515,2003-04-20,2003,4,20,0.0
2516,2003-04-21,2003,4,21,0.0
2517,2003-04-22,2003,4,22,0.0
2518,2003-04-23,2003,4,23,0.0
2519,2003-04-24,2003,4,24,0.0
2520,2003-04-25,2003,4,25,0.0
2521,2003-04-26,2003,4,26,18.4
2522,2003-04-27,2003,4,27,12.9
2523,2003-04-28,2003,4,28,23.0
2524,2003-04-29,2003,4,29,2.2
2525,2003-04-30,2003,4,30,17.6
2526,2003-05-01,2003,5,1,2.3
2527,2003-05-02,2003,5,2,1.8
2528,2003-05-03,2003,5,3,9.4
2529,2003-05-04,2003,5,4,0.1
2530,2003-05-05,2003,5,5,1.4
2531,2003-05-06,2003,5,6,0.0
2532,2003-05-07,2003,5,7,0.0
2533,2003-05-08,2003,5,8,0.0
2534,2003-05-09,2003,5,9,0.0
2535,2003-05-10,2003,5,10,0.5
2536,2003-05-11,2003,5,11,0.0
2537,2003-05-12,2003,5,12,8.0
2538,2003-05-13,2003,5,13,2.0
2539,2003-05-14,2003,5,14,10.7
2540,2003-05-15,2003,5,15,1.1
2541,2003-05-16,2003,5,16,0.4
2542,2003-05-17,2003,5,17,0.1
2543,2003-05-18,2003,5,18,5.8
2544,2003-05-19,2003,5,19,1.5
2545,2003-05-20,2003,5,20,10.8
2546,2003-05-21,2003,5,21,2.5
2547,2003-05-22,2003,5,22,4.9
2548,2003-05-23,2003,5,23,7.6
2549,2003-05-24,2003,5,24,6.4
2550,2003-05-25,2003,5,25,0.0
2551,2003-05-26,2003,5,26,0.0
2552,2003-05-27,2003,5,27,0.0
2553,2003-05-28,2003,5,28,0.0
2554,2003-05-29,2003,5,29,0.0
2555,2003-05-30,2003,5,30,0.0
2556,2003-05-31,2003,5,31,0.0
